10	0	22785	0.500000	1975799.750000	
10	1	22785.000000	0.500000	2128594.500000	
10	2	22785.000000	0.500000	1750121.875000	
10	3	22785.000000	0.500000	1156029.000000	
10	4	22785.000000	0.500000	1650636.250000	
10	5	22785.000000	0.500000	1692595.875000	
10	6	22785.000000	0.500000	1297907.250000	
10	7	22785.000000	0.500000	1203498.625000	
10	8	22785.000000	0.500000	2375762.000000	
10	9	22785.000000	0.500000	2027440.875000	
10	10	22785.000000	0.500000	1778847.750000	
10	11	22785.000000	0.500000	1861556.500000	
10	12	22785.000000	0.500000	1850585.000000	
10	13	22785.000000	0.500000	1173218.750000	
10	14	22785.000000	0.500000	1419833.500000	
10	15	22785.000000	0.500000	1325084.750000	
10	16	22785.000000	0.500000	1066527.250000	
10	17	22785.000000	0.500000	1773827.875000	
10	18	22785.000000	0.500000	954555.937500	
10	19	22785.000000	0.500000	2168766.250000	
10	20	22785.000000	0.500000	1842549.250000	
10	21	22785.000000	0.500000	2133768.250000	
10	22	22785.000000	0.500000	2162599.250000	
10	23	22785.000000	0.500000	2256176.750000	
10	24	22785.000000	0.500000	1669976.875000	
10	25	22785.000000	0.500000	1831951.750000	
10	26	22785.000000	0.500000	2311655.000000	
10	27	22785.000000	0.500000	1689912.750000	
10	28	22785.000000	0.500000	1592157.625000	
10	29	22785.000000	0.500000	1122337.500000	
10	30	22785.000000	0.500000	1307543.000000	
10	31	22785.000000	0.500000	962763.875000	
10	32	22785.000000	0.500000	747836.312500	
10	33	22785.000000	0.500000	785497.437500	
10	34	22785.000000	0.500000	677810.000000	
10	35	22785.000000	0.500000	985384.187500	
10	36	22785.000000	0.500000	1241257.250000	
10	37	22785.000000	0.500000	651226.187500	

40	0	23558.000000	0.500000	1942394.750000	
40	1	23558.000000	0.500000	1052318.500000	
40	2	23558.000000	0.500000	1561705.125000	
40	3	23558.000000	0.500000	1830551.625000	
40	4	23558.000000	0.500000	1775092.875000	
40	5	23558.000000	0.500000	2002331.750000	
40	6	23558.000000	0.500000	1864814.625000	
40	7	23558.000000	0.500000	1027930.750000	
40	8	23558.000000	0.500000	987736.187500	
40	9	23558.000000	0.500000	669621.750000	
40	10	23558.000000	0.500000	920256.187500	
40	11	23558.000000	0.500000	2049703.500000	
40	12	23558.000000	0.500000	696305.250000	
40	13	23558.000000	0.500000	2155677.500000	
40	14	23558.000000	0.500000	965363.625000	
40	15	23558.000000	0.500000	1562256.500000	
40	16	23558.000000	0.500000	2251824.750000	
40	17	23558.000000	0.500000	843485.562500	
40	18	23558.000000	0.500000	2383268.250000	
40	19	23558.000000	0.500000	2310085.250000	
40	20	23558.000000	0.500000	1815890.875000	
40	21	23558.000000	0.500000	1977188.250000	
40	22	23558.000000	0.500000	1891389.875000	
40	23	23558.000000	0.500000	1840730.250000	
40	24	23558.000000	0.500000	1920892.000000	
40	25	23558.000000	0.500000	1577250.250000	
40	26	23558.000000	0.500000	1606259.875000	
40	27	23558.000000	0.500000	943515.062500	
40	28	23558.000000	0.500000	2223490.750000	
40	29	23558.000000	0.500000	836511.562500	
40	30	23558.000000	0.500000	1604912.625000	
40	31	23558.000000	0.500000	928460.187500	
40	32	23558.000000	0.500000	1352693.750000	
40	33	23558.000000	0.500000	1385785.750000	
40	34	23558.000000	0.500000	1392734.500000	
40	35	23558.000000	0.500000	914634.812500	
40	36	23558.000000	0.500000	1704186.375000	
40	37	23558.000000	0.500000	1836128.500000	

70	0	22000.000000	0.500000	1321815.500000	
70	1	22000.000000	0.500000	2098642.750000	
70	2	22000.000000	0.500000	2102905.250000	
70	3	22000.000000	0.500000	1374476.375000	
70	4	22000.000000	0.500000	1373093.125000	
70	5	22000.000000	0.500000	1413084.500000	
70	6	22000.000000	0.500000	1196811.875000	
70	7	22000.000000	0.500000	2088186.875000	
70	8	22000.000000	0.500000	2151683.500000	
70	9	22000.000000	0.500000	1863235.375000	
70	10	22000.000000	0.500000	1323147.000000	
70	11	22000.000000	0.500000	976474.062500	
70	12	22000.000000	0.500000	1877727.125000	
70	13	22000.000000	0.500000	1555320.125000	
70	14	22000.000000	0.500000	1373836.875000	
70	15	22000.000000	0.500000	1829436.875000	
70	16	22000.000000	0.500000	1067420.750000	
70	17	22000.000000	0.500000	1324500.625000	
70	18	22000.000000	0.500000	2407319.250000	
70	19	22000.000000	0.500000	1848681.500000	
70	20	22000.000000	0.500000	2183673.250000	
70	21	22000.000000	0.500000	1904324.000000	
70	22	22000.000000	0.500000	1768305.500000	
70	23	22000.000000	0.500000	2273406.000000	
70	24	22000.000000	0.500000	2296981.750000	
70	25	22000.000000	0.500000	1201566.250000	
70	26	22000.000000	0.500000	1388761.500000	
70	27	22000.000000	0.500000	1732401.625000	
70	28	22000.000000	0.500000	655998.812500	
70	29	22000.000000	0.500000	989781.125000	
70	30	22000.000000	0.500000	727697.437500	
70	31	22000.000000	0.500000	905158.000000	
70	32	22000.000000	0.500000	2135763.750000	
70	33	22000.000000	0.500000	1753270.000000	
70	34	22000.000000	0.500000	917143.625000	
70	35	22000.000000	0.500000	2281378.750000	
70	36	22000.000000	0.500000	1600728.500000	
70	37	22000.000000	0.500000	1828704.125000	

100	0	21434.000000	0.500000	1786837.625000	
100	1	21434.000000	0.500000	2249370.250000	
100	2	21434.000000	0.500000	1781332.750000	
100	3	21434.000000	0.500000	1858321.000000	
100	4	21434.000000	0.500000	1820169.375000	
100	5	21434.000000	0.500000	2157540.250000	
100	6	21434.000000	0.500000	1181158.500000	
100	7	21434.000000	0.500000	1640582.875000	
100	8	21434.000000	0.500000	1349194.750000	
100	9	21434.000000	0.500000	1925506.250000	
100	10	21434.000000	0.500000	1361844.250000	
100	11	21434.000000	0.500000	1507519.750000	
100	12	21434.000000	0.500000	1006108.500000	
100	13	21434.000000	0.500000	1436332.875000	
100	14	21434.000000	0.500000	1495640.125000	
100	15	21434.000000	0.500000	1421876.875000	
100	16	21434.000000	0.500000	2549112.750000	
100	17	21434.000000	0.500000	1887470.500000	
100	18	21434.000000	0.500000	2264407.750000	
100	19	21434.000000	0.500000	2266536.000000	
100	20	21434.000000	0.500000	1702912.375000	
100	21	21434.000000	0.500000	2410866.500000	
100	22	21434.000000	0.500000	2198431.250000	
100	23	21434.000000	0.500000	1695221.750000	
100	24	21434.000000	0.500000	1128643.000000	
100	25	21434.000000	0.500000	1814284.250000	
100	26	21434.000000	0.500000	1797346.500000	
100	27	21434.000000	0.500000	1193942.750000	
100	28	21434.000000	0.500000	855149.875000	
100	29	21434.000000	0.500000	1614037.125000	
100	30	21434.000000	0.500000	1270250.500000	
100	31	21434.000000	0.500000	1882117.625000	
100	32	21434.000000	0.500000	1064528.750000	
100	33	21434.000000	0.500000	2321781.750000	
100	34	21434.000000	0.500000	1635342.000000	
100	35	21434.000000	0.500000	1954983.250000	
100	36	21434.000000	0.500000	2171733.750000	
100	37	21434.000000	0.500000	2083762.750000	

130	0	23333.500000	0.500000	1492688.500000	
130	1	23333.500000	0.500000	2069747.625000	
130	2	23333.500000	0.500000	1552037.750000	
130	3	23333.500000	0.500000	1086281.500000	
130	4	23333.500000	0.500000	1375692.375000	
130	5	23333.500000	0.500000	1662458.375000	
130	6	23333.500000	0.500000	1940726.500000	
130	7	23333.500000	0.500000	1615275.750000	
130	8	23333.500000	0.500000	1106228.500000	
130	9	23333.500000	0.500000	1394666.500000	
130	10	23333.500000	0.500000	1759970.750000	
130	11	23333.500000	0.500000	1319283.750000	
130	12	23333.500000	0.500000	1536723.375000	
130	13	23333.500000	0.500000	1808597.750000	
130	14	23333.500000	0.500000	640053.687500	
130	15	23333.500000	0.500000	1464128.125000	
130	16	23333.500000	0.500000	2441467.500000	
130	17	23333.500000	0.500000	2278811.500000	
130	18	23333.500000	0.500000	1588880.375000	
130	19	23333.500000	0.500000	2261279.000000	
130	20	23333.500000	0.500000	2495327.000000	
130	21	23333.500000	0.500000	2273112.750000	
130	22	23333.500000	0.500000	698554.187500	
130	23	23333.500000	0.500000	1943052.375000	
130	24	23333.500000	0.500000	1178858.250000	
130	25	23333.500000	0.500000	1227963.500000	
130	26	23333.500000	0.500000	1068797.000000	
130	27	23333.500000	0.500000	980296.750000	
